date,open,high,low,close,volume,hold,settle,symbol
2024-11-21,611.7,618.06,611.36,617.7,152041,62917,615.0,AU2412
2024-11-22,618.1,625.54,617.2,625.44,115337,56240,620.56,AU2412
2024-11-25,627.34,628.52,614.74,616.94,124217,45113,623.44,AU2412
2024-11-26,620.32,621.2,605.62,608.84,82843,32894,611.84,AU2412
2024-11-27,610.18,614.76,607.32,614.38,45820,28966,610.86,AU2412
2024-11-28,615.02,616.46,606.68,611.66,34301,23769,611.76,AU2412
2024-11-29,613.36,617.78,609.8,617.12,14387,19365,614.08,AU2412
2024-12-02,616.8,617.6,606.0,611.6,3066,18174,612.88,AU2412
2024-12-03,614.82,619.06,614.0,617.98,4425,15066,615.54,AU2412
2024-12-04,616.24,619.34,615.42,617.0,3270,13425,617.42,AU2412
2024-12-05,615.18,619.0,613.68,617.32,1887,12762,617.34,AU2412
2024-12-06,617.32,618.52,610.5,615.36,2400,12249,613.98,AU2412
2024-12-09,614.52,620.22,612.4,619.1,3225,10305,617.86,AU2412
2024-12-10,623.46,626.54,620.32,621.0,540,9843,621.96,AU2412
2024-12-11,627.6,628.7,624.22,627.1,516,9786,626.84,AU2412
2024-12-12,633.96,633.96,628.88,631.1,153,9720,630.06,AU2412
2024-12-13,626.98,629.3,626.28,626.5,90,9663,627.52,AU2412
2024-12-16,625.0,625.0,613.46,620.0,24,9657,620.58,AU2412
