date,open,high,low,close,volume,hold,settle,symbol
2024-01-09,68070.0,68420.0,67940.0,68230.0,3891,22669,68190.0,CU2405
2024-01-10,68010.0,68160.0,67680.0,67710.0,7194,23691,67860.0,CU2405
2024-01-11,67860.0,68170.0,67560.0,68110.0,5048,24850,67920.0,CU2405
2024-01-12,68200.0,68240.0,67710.0,68080.0,4134,25298,67990.0,CU2405
2024-01-15,67980.0,68060.0,67550.0,67640.0,5169,26352,67770.0,CU2405
2024-01-16,67690.0,67940.0,67630.0,67750.0,3884,27867,67750.0,CU2405
2024-01-17,67970.0,68090.0,67640.0,67660.0,4341,28605,67850.0,CU2405
2024-01-18,67740.0,67820.0,67460.0,67770.0,5924,29243,67630.0,CU2405
2024-01-19,67520.0,67820.0,67340.0,67690.0,5783,30515,67570.0,CU2405
2024-01-22,67920.0,68090.0,67780.0,67900.0,6554,32274,67940.0,CU2405
2024-01-23,67790.0,68100.0,67670.0,68050.0,6181,33137,67860.0,CU2405
2024-01-24,68020.0,68330.0,67970.0,68300.0,6059,34240,68140.0,CU2405
2024-01-25,68900.0,68950.0,68710.0,68830.0,12568,39011,68810.0,CU2405
2024-01-26,69030.0,69100.0,68780.0,68790.0,10298,40338,68970.0,CU2405
2024-01-29,68900.0,69230.0,68720.0,68740.0,8101,40901,68960.0,CU2405
2024-01-30,68920.0,69160.0,68840.0,68950.0,6306,42388,69010.0,CU2405
2024-01-31,69110.0,69480.0,68960.0,69360.0,15369,46187,69270.0,CU2405
2024-02-01,69450.0,69980.0,68950.0,68990.0,17414,49044,69420.0,CU2405
2024-02-02,68940.0,69180.0,68520.0,68640.0,11865,49727,68830.0,CU2405
2024-02-05,68850.0,68860.0,68530.0,68600.0,10611,49773,68650.0,CU2405
2024-02-06,68400.0,68450.0,68020.0,68140.0,15625,52239,68160.0,CU2405
2024-02-07,68030.0,68280.0,67890.0,68160.0,11771,55476,68110.0,CU2405
2024-02-08,68100.0,68170.0,67690.0,68060.0,15656,57692,67910.0,CU2405
2024-02-19,68740.0,68760.0,68360.0,68440.0,9972,60291,68540.0,CU2405
2024-02-20,68500.0,68670.0,68240.0,68380.0,12474,63240,68430.0,CU2405
2024-02-21,68500.0,69030.0,68430.0,69000.0,21087,68865,68810.0,CU2405
2024-02-22,69100.0,69480.0,69020.0,69220.0,21038,75241,69200.0,CU2405
2024-02-23,69320.0,69540.0,69080.0,69370.0,25551,86355,69360.0,CU2405
2024-02-26,69180.0,69350.0,69020.0,69030.0,19989,90531,69130.0,CU2405
2024-02-27,68800.0,68990.0,68680.0,68970.0,29880,93491,68830.0,CU2405
